post_id,title,1,2,3,4,5,6,7,8
621b877900000000010295c0,太爽了吧！超厉害的省钱秘密！看完省下一个亿,0,2,0,2,0,0,0,1
63faaa4f000000001300936d,极限拉扯,0,2,0,1,0,0,0,0
63fc10dd0000000013010d59,媳妇嘴馋校门口炸串，100元做的吓一跳！,0,0,0,2,0,0,0,0
64000353000000000800d341,厦门的小马尔代夫🏝️本地人的小众景点,0,1,0,2,0,0,0,0
640747000000000013016c25,原来恋爱脑➕粘人精是纯爱顶配啊,0,1,0,1,0,1,0,0
6407526d000000001300be22,5篇笔记涨粉10w，我做梦都不敢这么想,0,2,0,2,0,0,0,0
64146f4d0000000013008d4a,才三次！！真的震惊🤯,0,0,1,2,0,0,0,0
6416eac2000000001300f023,我发现了一个宝藏！巨甜巨好看！醉酒甜撩,0,0,1,2,0,0,0,0
64183408000000001301266d,新穿搭法则：万物皆可搭👖,0,1,0,2,0,0,0,0
64241317000000000703847c,我竟然在北京找到了平价的中古家具仓库‼️,0,2,0,2,0,0,0,0
64257d270000000013000b06,汉服新穿|谁说明制汉服不能甜妹呢？,0,0,0,2,0,0,0,0
64335aaf00000000270288e7,五一去哪‼️衢州这9⃣️个冷门地人少景美,0,2,0,2,0,0,0,0
6438ff18000000001300654d,⛲️挑战全网最简单楼顶花园卡座制作,0,2,0,2,0,0,0,0
643c2b5400000000130113c7,救命！林芊妤的这个练胸按摩真的绝了！有用,0,2,0,2,2,0,0,0
643e12af000000001300fcde,天呐！灰粉色yyds,0,0,0,2,0,0,0,0
64425e82000000001300855a,掏空钱包买了电视，凭啥还让我看广告、买会员,0,1,2,1,0,0,0,0
644266ff0000000007039b28,喝一口就惊为天人❗️台湾人私藏的佳肴😎,0,2,0,2,2,2,0,0
6447b2fe000000002700313d,嘎嘎帅 |黑白果然最帅|中性高级设计感爱了！,0,2,0,2,0,1,0,0
64511a140000000013005d71,南昌两天一夜史上最全攻略‼️,0,2,0,2,0,0,0,0
6454c368000000000703bbfa,165cm 45kg十年舞蹈生的私藏变美小秘诀❗️,0,2,1,2,0,2,0,0
64566f26000000001301078f,奶奶的绝了！直接瘦五斤！！,0,2,1,2,0,0,0,0
646315d9000000000703b1a7,世界上最棒的 CSS 程序员奖杯🏆,0,0,0,2,0,0,0,0
6467021a0000000013010636,不按套路出牌，却意外好用的家居好物～,0,1,0,2,1,0,0,0
646dee020000000013012bd6,时间少效果好！坐高铁最适合换头啦,0,2,0,1,0,0,0,0
646f35eb0000000027000099,富人快乐草沙发，20万的天价还要靠抢！,0,2,0,2,0,0,2,0
6476ab8900000000140252ba,美国小众品牌梦幻碎花棉纱质吊带连衣裙,0,0,0,2,0,0,0,0
64770fc10000000013013e76,10个“冷门”但有效的夏天“减肥”小方法！,0,2,0,2,0,0,0,0
647750ef0000000027012b5e,宠物赛道新思路！纽约自助洗狗创业,0,1,0,2,0,0,0,0
64787f3f000000001300944c,终于去了无人山西古墓，可惜吓到不敢看,0,0,1,2,0,0,0,0
647c22370000000027013bfc,LaBachata｜最浪漫尊巴永远是Bachata 🌟入门,0,2,0,2,0,0,0,0
647dbe1d000000001303d162,瘦80斤｜㊙️你不知道的十个减肥冷知识‼️,0,2,2,2,0,0,0,0
647f097d0000000012031a6b,Bali | 佩尼达岛东线的树屋美的太超过啦🌴,0,0,0,2,0,0,0,0
6487a086000000001203c916,夹馒头吃真的绝了！,0,2,0,2,0,0,0,0
648af3390000000013017e8d,618购物分享｜夏日小众连衣裙穿搭分享,0,2,0,2,0,0,0,0
64a00d4e00000000070388d7,质量超级绝的衬衫‼️每一件都好看‼️物超所值,0,2,0,2,0,0,0,0
64a7a1840000000023034dd5,来北京天安门看升旗不用排队了,0,2,0,1,0,0,0,0
64a9305c0000000015030d59,博主生涯大挑战…奇葩口红你没事吧！！,0,0,2,2,0,0,0,0
64aa85c8000000003102caaf,🍉西瓜冰柠茶｜不愧是夏日必喝榜第一名！,0,1,0,1,0,0,0,1
64ab5f5f000000001c01acb3,视觉震撼,0,0,0,2,0,0,0,0
64ad5371000000001c00dac1,马甲线养成记Day3 | 这效果我是没想到的！！,0,2,2,2,2,0,0,0
64b270a80000000023037307,错过后悔❗全网最强芒果台追星打卡攻略,2,2,0,2,0,0,0,0
64b36d7a0000000012010b2b,我吃过量最大的温州糯米了,0,2,0,1,0,0,0,0
64b7c91d000000001a0103a6,听说是世界最贵悦榕庄,0,2,0,2,2,0,0,0
64bf925b000000000a01b6c6,在大连！在大连！新发现的宝藏小店🤤….,0,2,2,2,0,0,0,0
64c32dcc000000001700eed0,轿车自驾-川西两日游神仙线路！,0,2,0,1,0,0,0,0
64c52a220000000017018cc7,妈耶……果然手指可以越练越纤细‼️,0,2,0,2,2,0,0,0
64c9ec20000000000c034c82,人生建议：离开北京前再去一次……,0,1,0,2,0,0,0,0
64ca51f3000000000c037551,小众 上镜｜艺术馆拍照看展 低调的抓眼球,0,1,0,2,2,0,0,0
67b10fda000000001800d45a,天象奇观：罕见的日晕照片,0,0,0,2,0,0,0,0
67dabb85000000001c0099c5,历史上“专家”们的建议，不愧是专家…,0,0,0,2,0,0,0,2
689f0dd7000000001d01daf5,猎奇,0,0,0,2,0,0,0,0
68e8d7c60000000003023916,这就是北京‼️都市感真正的天花板🥺🥺,0,0,0,2,0,0,0,0
68eb64ca000000000302f6cc,感谢网友给的配方…真的绝啦！,0,2,0,2,0,0,0,0
68eb873800000000040078d9,上海还是太超前了...虹桥机场飞深圳等候区,0,0,2,2,0,0,0,0
68ecb9fe0000000007036a9d,下个月的苏州，将迎来封神级别的中式秋景🍁,0,0,0,1,0,0,0,0
68ecbb9200000000040168cc,来上海就为了这10秒！好强的宿命感BGM,0,0,2,2,0,0,0,0
68ecbd86000000000303b778,下个月开始的北海道，将迎来封神级别的冬天,0,0,0,2,0,0,0,0
68ee072a000000000400549e,惊呆了！全文都是脏话的论文获得极佳并发表,0,0,0,2,2,0,0,0
68ee4a4b0000000004020f3e,上海首家！！终于开了😭,0,0,0,2,0,0,0,0
68f0a7560000000005039d97,在意大利感叹人类文明怎么可以繁荣成这样🥹,0,0,0,1,0,0,0,0
68f23ea0000000000400046b,新天地极品干锅香辣脆鲩鱼🐟,0,2,0,2,0,0,0,0
68f6003c000000000301e7f0,在席上吃过一次，被惊艳到了！,0,0,0,2,0,0,0,0
68f737b70000000007014708,挖到宝啦😭奥利奥这样做真的太好吃了！！,0,2,2,2,2,0,0,0
68f766540000000004002816,在闺蜜家吃了一次，简直绝了！！,0,0,2,2,0,0,0,0
68f79875000000000703503f,在朋友家吃过一次，被惊艳到了,0,0,0,2,0,0,0,0
68f892e0000000000301a7e1,我真没想到饮料还能这样吃！！,0,0,0,2,0,0,0,0
68f99a3d0000000004020181,哪个天才发明这么吃柚子的！！吃商太高了。。,0,1,2,2,0,0,0,0
68fa01630000000004023298,有幸在亲戚家吃过一回，被惊艳到了！！,0,0,0,2,0,0,0,0
68fb196e000000000700951e,世界文学史上最封神的比喻是？,0,0,2,2,0,0,0,0
68fe16b700000000040173c5,10.26实况🍂北平之秋杀疯了！！,0,0,0,2,0,0,0,0
68fe28dd000000000701500a,网上很火的高端下饭菜到底有多高端,0,0,2,2,1,0,0,0
68ff2dc5000000000302f062,最难抉择的取舍出现了,0,0,2,2,0,0,0,0
69003320000000000302c73d,给申论肚子没墨的家人一个暗黑偏方,0,0,2,1,0,1,0,0
6903308f0000000004020725,世界上最贵的泡面 118一桶，皇家专门吃的？,0,1,1,2,0,0,0,0
69039e550000000004015bcd,动森3.0！史诗级更新啦！！！🥹,0,0,0,1,0,0,0,0
6904403500000000040022b7,刻舟求剑，求的又不是剑,0,0,0,2,0,0,0,0
69046e7e0000000007016bda,？这是哪个天才想出来的,0,0,0,2,0,0,0,0
6904c4fc0000000007033fd7,有意思！！！港剧居然翻拍了韩剧！！！,0,0,0,2,0,0,0,0
6905e0790000000003038b65,用live图捕捉到全世界最美的蓝花楹💜,0,0,0,2,0,0,0,0
6905febf0000000007039bbe,老师傅说紫色结晶釉是最难烧出来的！,0,0,0,2,0,0,0,2
6906337a00000000070232f3,我愿称之为今晚烟台山最帅,0,0,0,2,0,0,1,0
6906fbac000000000301f971,11.2 实拍📍北京小众银杏大道！！✨人少景美,0,2,0,2,0,0,0,0
690705d70000000007033734,培养开朗性格的邪修大法（100%有效）,0,2,0,2,0,0,0,0
6907271c0000000003020de1,2025.11.2｜今天的故宫美到封神！！！！！！！！！！！！,0,0,0,2,0,0,0,0
6907436d000000000301ef59,根本不敢想象有多好吃！！！,0,0,1,2,0,0,0,0
690786e200000000070212cc,只有江浙沪ip 才懂的顶级brunch ！！！🥹,0,1,0,1,0,2,0,0
690809210000000004022da5,我的妈呀！这锅鱼羊鲜真的真的巨鲜,0,0,0,2,0,0,0,0
69083d090000000007008d11,谁能想到这么简普的主页背后竟是传奇大佬！,0,0,0,2,2,0,0,0
6908c6cd00000000050037d2,威尼斯｜不愧是最美安缦🌊住进水上宫殿,0,2,0,2,0,0,0,0
690959110000000007009bea,我宣布这是我买到最满意的锅,0,0,0,1,0,0,0,0
6909d0a00000000005011493,你没见过的那些视觉错位图！,0,0,1,2,0,0,0,0
6909e5080000000004022302,成都！英雄联盟浓度已达10000000！！！,0,0,0,2,0,2,0,0
6909f256000000000700b46a,今天看到这个真的惊了,0,0,2,1,0,0,0,0
690a241c000000000303470d,火锅才吃到一半！朋友就被我拿的小众食材震,0,0,1,2,0,0,0,0
690b1bee000000000703029d,Bar Leone上海首店，亚洲TOP1酒吧来啦！,0,2,0,2,0,0,0,1
690b1e1000000000040239c0,面包店卷疯了！这面可颂镜让打卡率翻3倍🍞✨,0,0,0,1,0,0,0,1
690b31c5000000000402be3c,公认的“最恐怖口哨声”（被删了重发）,0,0,0,2,0,0,0,0
690b54780000000004001964,在世界尽头追到了极光！,0,0,0,2,0,0,0,0
690b6b6400000000040050ef,澳门最美冰箱贴我买到了,0,0,0,2,0,0,0,0
690b8065000000000300d129,字节最被期待创业的人离职了,0,0,2,1,0,0,0,1
690c386f00000000030359af,在中国路过一家神奇的店,0,0,2,2,0,0,0,0
690c3ea10000000007035a69,黄皮天菜！！这几只黄皮韩系唇釉我逢涂必夸,0,1,2,2,0,2,0,0
690c4e730000000007030f78,🈚️广！会回购一辈子的近期爱用彩妆分享！,0,2,0,2,0,0,0,0
690c51b1000000000400758c,跟风做的…简单到匪夷所思🤣！！,0,0,0,2,0,0,0,0
690c568f000000000402ac22,番茄麻酱肥牛泡面🍜黏糊糊一周八顿都吃不腻,0,0,0,2,0,0,0,0
690c6243000000000300dc2f,质疑给钱花？老婆怒怼封神！,0,0,2,2,2,0,0,0
690c64a10000000003019d89,冷门真爱！！不一样的萌兔感透明盘,0,0,0,2,0,1,0,0
690c6965000000000700af91,蓝色系汉洋折衷竟有这么多种打开方式？！,0,0,0,2,2,0,0,0
690c6f190000000007032039,最绝的吃法来了,0,1,0,2,0,0,0,0
690c71eb00000000070332e9,星魔神和阿宝选来选去 选到一挑战性最高的,0,0,1,1,0,0,0,0
690c765f000000000302357d,很难想象这是同一个人,0,0,0,2,2,0,0,0
690c8c580000000004029edb,唯一能确定自己后代是亲生的皇帝,0,0,1,2,1,0,0,0
690c96b50000000004021e52,最成功的消费降级,0,0,0,2,0,0,0,0
690ca086000000000703a2d9,广州塔“新皮肤”首秀！,0,0,0,1,0,0,0,0
690ca1f5000000000700e328,大尺度悬疑剧‼️疯开狂走（反转烧脑🔪1集3尸,0,2,2,2,0,0,0,0
690ca33d0000000004023083,五花八们，一战封神！ 怎么会有这么适配的歌！,0,0,1,2,0,0,0,0
690caa5f0000000007036bce,画到建模怪了好爽,0,0,0,1,0,0,0,0
690cc0720000000007001d87,"""既有山西、何须京都""大同真的震撼到我了…",0,0,0,2,2,0,2,0
690cc24c0000000005001e56,第一次听到有人说 清高 是很珍贵的,0,0,0,2,0,0,0,0
690d3abb000000000700949d,11.7实况｜桂花公园杀疯了！！,0,0,0,2,0,0,0,0
690d541f00000000040286ce,青岛的圣诞浓度已经达到了99999.99%,0,0,0,2,0,0,0,0
690d6dad000000000700ebf5,带德国妈妈第一次穿旗袍,0,0,0,2,2,1,0,0
690d7f7e00000000050392e9,全新SP阶式神梦引蝴蝶精降临！,0,0,0,2,0,0,0,0
690daeea00000000070376e3,如果冬天是紫色💜912四种画法😎坠全功课,0,2,0,1,0,0,0,0
690dbb430000000003039fe2,公司给的补贴听都没听过…走路给补贴,0,0,0,2,0,0,0,0
690de64f0000000004007669,这太诡异了,0,0,0,2,2,0,0,0
690e0143000000000703b3c5,能想出这个转场的人简直是个天才！,0,0,0,2,0,0,0,0
690e24fb0000000007023d45,重庆你太超前了 地铁直达北海道！❄️,0,0,0,2,2,0,0,0
690e89f9000000000303401e,天赋怪有人认可吗,0,0,2,2,0,0,0,0
690eaecd00000000030232be,为什么你啥都体验了，却还是不满足？,0,0,2,2,0,0,0,0
690eb0c2000000000402170e,疯狂动物城居然藏着一道暗门？,0,0,2,2,0,0,0,0
690ec3080000000005010735,每集一套高定，无与伦比的美！,0,2,0,2,0,0,0,0
690ee9e80000000007016b64,顶帅！俺快稀罕毁你了,0,0,0,2,1,0,0,0
690f00690000000007009f6a,一盒临期西洋参，撕开豪门婚姻的最残酷真相,0,0,2,2,0,0,0,0
690f069f0000000003012247,笑裂了，第一次看到皇帝抢着当后宫的……,0,0,0,2,0,0,0,0
690f07540000000007020dba,别眨眼，我的物料有魔法！,0,0,0,2,0,0,0,0
690f11820000000005030a5d,这是什么甜到爆炸的韩剧啊！,0,0,2,1,0,0,0,0
690f18a00000000004001257,但凡秦始皇活着都不会有这种事,0,0,1,2,0,0,0,0
690f3c2c000000000503940d,顶尖院校的设计师竟然是“拿来主义”,0,0,0,1,0,0,0,1
690f59da0000000007000a57,好牛！网友们的健身邪修Tips！,0,2,0,2,0,0,0,0
6910553b00000000040127b0,终于！人生转场出现了——,0,0,2,1,0,0,0,0
691076660000000003011e29,11.9香港中环🇭🇰圣诞浓度已经1000000000%,0,0,0,2,0,0,0,0
691082d200000000040118c0,#消防员 开门惊现肌肉男,0,0,1,1,1,0,0,0
691151f4000000000302eaa6,北京最抽象的景点没有之一。。。😅😅😅,0,0,2,2,0,0,0,0
69118d60000000000301dd42,成都市政欠全国一个解释。。。。。,0,0,2,2,0,1,0,0
691396150000000007038d4b,除了红底裙 来欣赏一波我的封神仙裙吧,0,2,0,2,0,0,0,2
692a8fac000000001d03dead,首次公开道术真传(相信科学),0,0,0,2,0,0,0,0
694a7342000000001f009c76,最强衣帽间收纳！170w买下花园顶复太爽啦！,0,2,0,2,2,1,0,0
694d0c5c00000000210306ea,YSL新品1988！神级美貌！bling粉星辰贵气闪🩰,0,2,0,2,0,0,0,0
694fedb9000000001e014ab3,确实是广州第一鸡🐔,0,0,0,2,0,0,0,0
6951f412000000001d038c99,再访！！！满分烤肉店,0,0,0,2,0,0,0,0
6954c11a0000000021031709,今晚，想给你放一个最强祝福烟花！,0,2,0,2,0,0,0,0
6958b169000000001f00e0b3,这就是猫中顶美吧，太好看啦～,0,0,0,2,0,0,0,0
6959fe8c000000001e027d9e,8件绝世人生皮草！奢贵时髦！新年撑场面🦅,0,2,0,2,2,0,0,0
695a42b7000000001e0095ce,我明星闺蜜们的“私藏珍珠”  好大好亮好富贵,0,1,0,1,0,0,0,2
695b8573000000002103ced4,佬一辈睡前秘法，三招嗵全身瘀堵,0,2,2,2,0,0,0,0
695de031000000001a028f07,4秒见证一张神图的诞生,0,0,2,2,2,0,0,0
695fa2ab000000001a01f41d,超车的多了是，第一次见万里高空超飞机的，稀罕的很,0,0,0,2,0,0,0,0
