post_id,h1,h2,h3,h4,h5,h6,h7,h8,title,reasoning
5ff2832600000000010063f0,1,0,0,0,0,0,0,0,Girl’s talk真心话碎碎念✈️ 错过再等一年,标题暗示了错过机会的遗憾，符合FOMO的心理钩子。
61f68f2f000000002103c81b,1,0,0,0,0,0,0,0,快来捡漏手慢无🙊 发现2⃣个清宝藏铺,标题和封面展示了商品的折扣信息，暗示错过机会会失去优惠，符合FOMO的心理钩子。
621b877900000000010295c0,1,0,0,0,0,0,0,0,太爽了吧！超厉害的省钱秘密！看完省下一个亿,标题和封面使用了对比和替换词，暗示不行动的代价（省钱），符合FOMO的心理钩子。
63f6e3330000000013010a72,1,0,0,0,0,0,0,0,写小说必备工具：专治词汇量匮乏，文笔不好,标题和内容暗示了不写小说的代价，即词汇量匮乏和文笔不好，符合FOMO的心理钩子。
63f743c5000000001300fafe,0,0,0,0,0,0,0,0,鱼丸的书桌介绍来了🤗,标题和封面图片展示了书桌的介绍，但没有明确提到不行动的代价或潜在损失，不符合FOMO的心理钩子定义。
63f749f90000000013031e65,0,0,0,0,0,0,0,0,两人共同努力的第二套房、不敢发朋友圈的家,标题和封面图展示了现代简约风格的客厅，没有明显的对比或反差意义的对比项，也没有群体标签、社会比较行为词、权威背书等心理钩子。
63f74e4e00000000130335b1,1,0,0,0,0,0,0,0,血泪教训😭全屋定制坑人地方太多了‼️,标题和封面图暗示了装修过程中遇到的问题，符合FOMO的心理钩子。
63f820da0000000013009224,0,0,0,0,0,0,0,0,麻雀虽小五脏俱全,标题和封面图没有明显的心理钩子，内容描述了一个紧凑的室内环境，但没有提供任何额外的好处或信息缺口。
63f8392d0000000014027f6a,1,0,0,0,0,0,0,0,深蹲进阶‼️从半蹲到全蹲，我做对了什么,标题和封面图片展示了从半蹲到全蹲的健身动作，暗示了不行动（即不做深蹲）的代价，符合FOMO的心理钩子。
63f861c1000000001303c6e1,0,0,0,0,0,0,0,0,极简风客厅｜没想到亮面砖通铺既简约又通透,标题和封面图展示了极简风格的客厅设计，但没有明确提到任何好处或比较内容，因此不符合hook2、hook3、hook4、hook5、hook6、hook7、hook8中的任何一个钩子定义。
63f8635f00000000130166f4,0,0,0,0,0,0,0,0,案例专辑❤️学习 | 厂区更新,标题和封面图片展示了工厂改造项目，没有明显的心理钩子。
63f8c49300000000270018eb,0,0,0,0,0,0,0,0,“乡村振兴”话题范文积累,标题和内容均未涉及明确的行动或缺失信息，不符合心理钩子定义。
63f8cbd5000000001303e2db,1,0,0,0,0,0,0,0,减肥干货｜瘦了二十斤的经验分享,"The post uses a stark visual contrast between the before and after weight loss, highlighting the dramatic change in weight. This creates a sense of FOMO by suggesting that not losing weight would be a missed opportunity."
63f94b290000000011012acf,1,0,0,0,0,0,0,0,🍃气质可比五官重要多了 开肩薄背-练好体态,"The title highlights the importance of body posture over facial features, which can trigger FOMO by suggesting that neglecting body shape could lead to missed opportunities for beauty and confidence."
63f9f8760000000014026ccb,0,0,0,0,0,0,0,1,3.6版本卡池复刻角色！有你想要的角色吗？,标题和封面展示了即将复刻的角色，激发玩家对新角色的期待和购买欲望。
63faaa4f000000001300936d,0,0,0,0,0,0,0,0,极限拉扯,标题和封面图片展示了游戏成就，没有明显的FOMO、信息缺口、新颖性、社会比较等心理钩子。
63fb0b1f000000001303e428,0,0,0,0,0,0,0,0,小户型就做原木风吧，有阳光的时候很舒服😌,标题和封面图片展示了小户型的装修风格，没有明显的比较行为词或展示差距，也没有社会比较后的态度。内容主要介绍房屋特点，没有涉及FOMO、信息缺口、新颖性、对比、群体标签、社会比较或权威背书等心理钩子。
63fb4b9a0000000013033498,0,0,0,0,0,0,0,0,木工说: 真佩服你为了打柜子 还特意学画图！,标题和封面图展示了木工制作柜子的过程，但没有明确的比较或社会比较行为词，也没有明显的群体标签或归属/排斥态度。
63fb616b000000001303f1a3,0,0,0,0,0,0,0,1,麻了麻了已经无从下手了家人们,标题和封面文字暗示了科二考试的难度，引发观众对如何应对科二考试的担忧。
63fc5bfb000000000800fa66,0,0,0,0,0,0,0,0,长期以来，我们的教师观多少有些问题,标题和内容强调了教师奉献精神的重要性，但没有直接展示不行动的代价或后果，不符合FOMO、信息缺口等心理钩子的定义。
