post_id,h1,h2,h3,h4,h5,h6,h7,h8,title,reasoning
6462572e000000001300ebe7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,啊啊啊我大温州！这家卤味店可以吃100次‼️,"分析如下:
hook1:FOMO未体现。虽然提到‘可以吃100次’暗示美食吸引力，但并未明确指出如果不尝试会失去何种具体利益。
hook2:Gain Appeal存在。标题表达了多次品尝的价值，隐含着美味享受的好处吸引读者关注。
hook3:Information-gap不存在。尽管堆叠盒子的画面引人好奇，但从整体来看，并无刻意隐瞒的核心信息痕迹。
hook4:Anomaly and novelty可能存在。“啊啊啊！”语气强烈且夸张，带有惊讶的情感色彩，试图制造新鲜感。
hook5:Perceptual Contrast不存在。仅有单一场景描述，缺乏显著对比元素。
hook6:Ingroup Identification / Outgroup Distinction存在一定倾向。”大温州”作为地理标识，可能唤起本地人的共鸣，具有一定的群体识别效应。
hook7:Socia lComparison不存在。文中并无涉及他人评价或自身与其他个体差异的表述。
hook8:Authority Endorsement不存在。缺少任何权威来源的支持。"
6462d6640000000013013656,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,紧致手臂线条的七个黄金动作！,"分析如下:
hook1:FOMO未体现。虽然提到紧致手臂的动作，但并未明确指出‘如果不做’会带来什么样的负面影响。
hook2:Gain Appeal存在。标题暗示学习这些动作可以获得紧致的手臂线条这一益处。
hook3:Information-gap不存在。标题清晰地说明了内容主旨，并无刻意隐瞒的核心信息。
hook4:Anomaly and novelty可能存在轻微倾向。“黄金动作”带有一定稀缺性和独特性的意味，吸引好奇心理。
hook5:Perceptual Contrast不存在。图文中并无显著的前后来回或其他强烈对比元素呈现。
hook6:Ingroup Identification / Outgroup Distinction不存在。尽管有人物形象，但缺乏特定人群标识及其相关的态度或号召。
hook7:Social Comparison存在一定可能性。人物肌肉状态展示了身体上的差异，容易触发潜在的社会比较心态。
hook8:Authority Endorsement不存在。图文未能提供任何权威来源作为信任背书。"
6462d677000000002700315f,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,感觉至上💭｜复古舒适的cozyfit,缺少权威来源作为信任背书的支持证据。
6462f2c800000000130303ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024年青岛营口路市场海鲜价格啤酒屋加工费,既无人物也无官方来源作为信任背书支持。
6463022a0000000013007940,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,97年女生在18线小城市开冰室的一天都在忙啥,"The title poses an open-ended question ('What do ice cream shop owners busy themselves with?'), which creates curiosity without providing direct answers."
646315d9000000000703b1a7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,世界上最棒的 CSS 程序员奖杯🏆,并未引用任何权威来源作为信任背书。
64636372000000001203e701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,啊啊啊这条裙子也太好看了吧！！,无权威来源作为信任背书。
64638be5000000001303f61a,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,力量训练：内收肌的功能训练,视频人物形象专业，但无法确认为权威来源。
64649e380000000013037487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,星穹铁道景元行迹、光锥、遗器、配队一图流,INVALID_AFTER_3_TRIES: JSON_PARSE_FAILED
6464aa360000000027012522,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,为什么男朋友要找肌肉男？？,"分析如下:
hook1:FOMO未体现。虽然提到健身男友的好处，但并未暗示‘如果不选择’会带来何种具体损失。
hook2:Gain Appeal存在。明确指出健身男友的优点吸引读者关注。
hook3:Information-gap可能存在。标题提问式设计制造信息缺口，诱导用户点击查看答案。
hook4:Anomaly and novelty不存在。内容普通，并无特别的新颖或异常之处。
hook5:Perceptual Contrast不存在。缺乏显著对立状态的呈现。
hook6:Ingroup Identification / Outgroup Distinction存在一定倾向。“男人”这一群体标签带有一定指向性和讨论氛围。
hook7:Social Comparison有一定迹象。暗含男性之间身材差异的社会比较意味。
hook8:Authority Endorsement不存在。缺少权威来源作为信任背书。"
6464ab66000000001300e462,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,帕梅拉跟练‼️新手友好版（带休息🥵）,"分析如下:
hook1:FOMO未体现。虽然提到‘帕梅拉’暗示流行趋势，但并未明确指出如果不跟随练习会失去什么。
hook2:Gain Appeal存在。标题承诺一周搞定小肚子，并且亲测有效，吸引用户关注健身益处。
hook3:Information-gap不存在。尽管用了感叹符号增强语气，但并没有刻意隐瞒核心信息。
hook4:Anomaly and novelty可能存在。“新人友好”和“亲测有效”带有一定吸引力，尤其是对于初学者来说显得独特。
hook5:Perceptual Contrast无显著对比元素呈现。
hook6:Ingroup Identification / Outgroup Distinction缺乏特定人群标识及其相关互动氛围。
hook7:Social Comparison无具体人物间的差异描述。
hook8:Authority Endorsement存在一定倾向，“亲测有效”是一种主观信任信号。"
6464abe100000000270020f3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,去恰烤肉啦,没有任何权威来源作为信任背书的迹象。
6464b79f000000001300d365,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,135斤｜微胖女生🍧520约会氛围感小裙子分享~,"分析如下:
hook1:FOMO未体现。虽然提到‘微胖’，但并未暗示如果不采取措施会有具体损失。
hook2:Gain Appeal存在。标题明确表示这些连衣裙适合微胖女性，并且有助于提升约会时的氛围感，传递了一种获益的感觉。
hook3:Information-gap不存在。标题清晰地说明了主题——针对特定体型人群推荐连衣裙，无刻意隐瞒的核心信息。
hook4:Anomaly and novelty不存在。尽管展示了不同风格的衣服，但这并不算特别稀罕或异常的新颖元素。
hook5:Perceptual Contrast可能存在轻微倾向。图中有三种不同的服装搭配呈现出来，有一定的对比意味，但由于差异不大，不足以强烈触发感知上的冲突。
hook6:Ingroup Identification / Outgroup Distinction存在一定迹象。提到了‘微胖女生’这一群体标签，带有一定针对性，试图引起该群体共鸣。
hook7:Socia lComparison有一定可能性。文中隐含着一种潜在的社会比较心理，即穿这样的衣服会让人看起来更有吸引力，尤其是对于微胖女孩来说。
hook8:Authority Endorsement不存在。文章并无任何权威来源作为背书。"
6464be13000000000800c9ed,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,霞浦旅游vlog｜去自己想去的地方太快乐啦,无任何权威来源作为信任背书。
6465924b000000001300331d,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,谁能拒绝一个能看日出的大落地窗呢？🌄,标题暗示拥有大落地窗的好处，并未涉及‘不行动’及其代价。
6465d982000000000703bcd3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,结构化面试之“双师型”教师,既无知名来源也无人物引用作为信任背书支持。
6465ffe50000000027000af4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,历经2个月，记录传统制作黄豆酱过程,无人物身份背景说明作为权威来源支持。
646612a20000000013004204,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,🇬🇷希腊旅行地图☀️阳光🏖️沙滩💗爱琴海,无人物或机构作为权威来源背书。
