post_id,h1,h2,h3,h4,h5,h6,h7,h8,title,reasoning
5ff2832600000000010063f0,1,0,0,0,0,0,0,0,Girl’s talk真心话碎碎念✈️ 错过再等一年,"Title mentions '错过再等一年' (missing out and waiting for another year), indicating a sense of urgency and potential loss. The cover image of a woman looking upwards could symbolize aspiration or longing, aligning with the theme of missing out."
61f68f2f000000002103c81b,1,0,0,0,0,0,0,0,快来捡漏手慢无🙊 发现2⃣个清宝藏铺,标题使用了'快来捡漏手慢无'和'发现2⃣个清宝藏铺'，这些词语暗示了如果不行动，可能会错过优惠或机会，属于Fear Of Missing Out (FOMO)的范畴。
621b877900000000010295c0,1,0,0,0,0,0,0,0,太爽了吧！超厉害的省钱秘密！看完省下一个亿,标题和封面图片使用了强烈的语言和对比，暗示通过使用这些省钱方法可以节省大量金钱，这符合FOMO的定义。
63f6e3330000000013010a72,1,0,0,0,0,0,0,0,写小说必备工具：专治词汇量匮乏，文笔不好,标题提到'专治词汇量匮乏，文笔不好'，暗示了解决文笔不好和词汇量匮乏的问题，激发受众的解决需求。
63f743c5000000001300fafe,0,0,0,0,0,0,0,0,鱼丸的书桌介绍来了🤗,标题和封面图片主要介绍书桌的布置，没有明显暗示不行动或后果的线索，也没有强调通过内容获得的好处，也没有隐藏信息或新奇的包装，也没有群体标签或比较行为词，也没有权威背书。
63f749f90000000013031e65,0,0,0,0,0,0,0,0,两人共同努力的第二套房、不敢发朋友圈的家,标题未提及任何关于缺失、好处、信息缺口、反常 novelty、群体标签、比较行为词、信源背书等元素，内容主要描述一个现代风格的客厅，与心理 hooks 无关。
63f74e4e00000000130335b1,1,0,0,0,0,0,0,0,血泪教训😭全屋定制坑人地方太多了‼️,标题使用了强烈的负面情绪词汇'血泪教训'和'坑人地方太多了'，暗示了不愉快的经历，符合Fear Of Missing Out (FOMO)的定义。
63f820da0000000013009224,0,0,0,0,0,0,0,0,麻雀虽小五脏俱全,标题'麻雀虽小五脏俱全'暗示了内容可能涉及一个小空间内的多功能性，这符合信息缺失的钩子。标题本身没有直接提到任何负面后果或好处，但通过暗示小空间内的多功能性，可能激发受众的好奇心。
63f8392d0000000014027f6a,1,1,0,0,0,0,0,0,深蹲进阶‼️从半蹲到全蹲，我做对了什么,标题和图片展示了从半蹲到全蹲的深蹲动作，暗示了动作的进阶和正确性，可能激发受众的健身兴趣和模仿欲望。
63f861c1000000001303c6e1,0,0,0,0,0,0,0,0,极简风客厅｜没想到亮面砖通铺既简约又通透,标题和图片均未包含任何暗示缺失信息或故意隐藏关键信息的线索，也未表现出惊人的反常或新奇的元素，也没有明显的比较行为词或展示差距，也没有信源背书。
63f8635f00000000130166f4,0,0,0,0,0,0,0,0,案例专辑❤️学习 | 厂区更新,标题和封面图片主要展示的是厂区更新案例，没有明显的FOMO、 Gain Appeal、信息缺口、异常新奇、社会比较、群体标签、权威背书等元素。
63f8c1d20000000012032891,1,0,0,0,0,0,0,0,因为这个水母我可能一个赛季不敢玩蛋仔了,标题提到'水母'和'蛋仔'，暗示了游戏中的特定角色或物品，通过这种对比和暗示，激发受众的好奇心和参与欲。
63f8c49300000000270018eb,0,0,0,0,0,0,0,0,“乡村振兴”话题范文积累,标题直接提到“乡村振兴”话题，没有明显的FOMO、 Gain Appeal、 Information-gap、 Anomaly and novelty、 Perceptual Contrast、 Ingroup Identification / Outgroup Distinction、 Social Comparison、 Authority Endorsement等心理 hooks。
63f8cbd5000000001303e2db,1,0,0,0,0,0,0,0,减肥干货｜瘦了二十斤的经验分享,标题和图片展示了减肥前后体重的变化，暗示了通过减肥可以显著改善体型，符合Gain Appeal的定义。
63f94b290000000011012acf,0,0,0,0,0,0,0,0,🍃气质可比五官重要多了 开肩薄背-练好体态,标题和图片主要强调体态训练的重要性，没有直接提到不行动或后果，也没有展示好处、信息缺口、异常新奇、群体标签、社会比较或权威背书。
63f9f8760000000014026ccb,1,0,0,0,0,0,0,0,3.6版本卡池复刻角色！有你想要的角色吗？,标题中使用了'3.6版本卡池复刻角色'，暗示了内容的独特性，并激发受众的好奇心。
63faaa4f000000001300936d,1,1,0,0,0,0,0,0,极限拉扯,标题'极限拉扯'暗示了挑战和竞争，符合Gain Appeal的定义，因为标题传达了通过游戏达到高等级（26）的好处。
63fb0b1f000000001303e428,0,0,0,0,0,0,0,0,小户型就做原木风吧，有阳光的时候很舒服😌,标题和图片主要展示了一个小户型的原木风装修，阳光充足，整体感觉舒适。没有明显的FOMO、 Gain Appeal、信息缺口、异常新奇、社会比较、权威背书等元素。
63fb4b9a0000000013033498,1,0,0,0,0,0,0,0,木工说: 真佩服你为了打柜子 还特意学画图！,标题中提到'为了打柜子还特意学画图'，暗示了不行动（不做）的代价（可能无法完成柜子制作），激发受众的担忧和紧张情绪。
63fb616b000000001303f1a3,1,0,0,0,0,0,0,0,麻了麻了已经无从下手了家人们,标题中使用了'麻了麻了已经无从下手了'，表达了一种焦虑和无助的情绪，符合Fear Of Missing Out (FOMO)的定义。
63fc10dd0000000013010d59,0,0,0,0,0,0,0,0,媳妇嘴馋校门口炸串，100元做的吓一跳！,标题和图片展示了丰富的炸串，吸引人注意，但未直接传达'不行动'的代价或后果，也未强调通过内容获得的好处，因此没有明显的信息缺口、异常或 novelty，也没有直接展示对比或群体标签。
63fc5bfb000000000800fa66,0,0,0,0,0,0,0,0,长期以来，我们的教师观多少有些问题,标题和内容没有直接提到'不行动'的代价或后果，也没有强调通过内容能获得的好处，也没有故意隐藏信息或包装成新奇的内容。
63fc76ed0000000013034982,0,0,0,0,0,0,0,0,一次谷子桌面收纳开箱！,标题和图片主要展示桌面收纳开箱的内容，没有明显的FOMO、 Gain Appeal、信息缺口、异常新奇、群体标签、社会比较、权威背书等元素。
63fd950d0000000013004d3c,1,1,0,0,0,0,0,0,🈲绝对不能和同事说的8句话❗职场社交禁,"Title mentions '8 sentences' and 'workplace social restrictions', indicating a list or warning. The phrase '关系再好也别说' suggests a cautionary tone about speaking to colleagues, which aligns with the concept of 'Gain Appeal' as it promises valuable information. The visual elements like the woman holding a coffee cup and the bold text create a sense of urgency and importance."
63fda221000000001203c802,0,0,0,0,0,0,0,0,分享一个减脂期也能吃的抹茶酱！！,标题和图片主要展示了一种抹茶酱，没有明显的FOMO、 Gain Appeal、信息缺口、异常新奇、群体标签、社会比较、权威背书等元素。
63fdd3a5000000000800fda8,1,0,0,0,0,0,0,0,一个小细节能让你家瞬间变高级！,标题暗示了通过一个小细节（窗帘）可以提升家中的高级感，符合Gain Appeal的定义。
63fe2ed60000000011011e91,0,0,0,0,0,0,0,0,会计转行摆摊的第7天,标题和图片内容没有直接传达出FOMO、 Gain Appeal、信息缺口、异常新奇、感知对比、群体认同、社会比较或权威背书等心理 hooks。
63fe48da000000000800d387,0,0,0,0,0,0,0,0,春天的第一条仙女裙,标题和封面图片没有明显的FOMO、 Gain Appeal、 Information-gap、 Anomaly and novelty、 Perceptual Contrast、 Ingroup Identification / Outgroup Distinction、 Social Comparison 或 Authority Endorsement 的线索。
63fee9e4000000000800d954,1,0,0,0,0,0,0,0,看完第八集久久不能从情绪中出来💧,标题中使用了'久久不能从情绪中出来'，暗示观看后的强烈情感反应，符合Fear Of Missing Out (FOMO)的定义。
64000353000000000800d341,1,0,0,0,0,0,0,0,厦门的小马尔代夫🏝️本地人的小众景点,标题和封面图片中包含了'厦门的小马尔代夫'和'小众景点'，暗示了如果观众不行动（参观这个景点），就会错过一个独特的地方，这符合FOMO的定义。
64014e010000000013036e75,0,0,0,0,0,0,0,0,🎺甜蜜庆典小旗子🎉送朋友的永远不觉得麻烦,标题和图片主要展示的是装饰品，没有直接传达'不行动'的代价或后果，也没有强调通过内容获得的好处，也没有信息缺口、异常新奇、群体标签、社会比较或权威背书等元素。
6401a0eb0000000027028610,0,0,0,0,0,0,0,0,《乌梅子酱》光遇简谱,标题和封面没有明显的FOMO、 Gain Appeal、 Information-gap、 Anomaly and novelty、 Perceptual Contrast、 Ingroup Identification / Outgroup Distinction、 Social Comparison、 Authority Endorsement等心理 hooks。
6401c9b70000000013034699,1,0,0,0,0,0,0,0,你们是认真的吗，这是自带杯？！,标题使用了疑问句和感叹词，试图引起观众的好奇心和惊讶感，同时图片中的咖啡杯放在电饭煲中，这种不寻常的组合也增加了视觉上的反差和趣味性。
6404458b00000000130151cc,0,0,0,0,0,0,0,0,家宴｜8道春天时令菜2小时花费173元（附教程,标题和封面图片没有明显的心理 hooks 提示。标题主要描述了一个家宴菜单，没有提到任何缺失信息、异常或新奇的内容，也没有权威背书或社会比较的线索。
64047bdd00000000270291e1,0,0,0,0,0,0,0,0,宿舍美食大赏🥣,标题和图片主要展示了一碗美食，没有明显的FOMO、 Gain Appeal、信息缺口、异常新奇、群体标签、社会比较、权威背书等元素。
6404a61b000000001203e91e,0,0,0,0,0,0,0,0,175 146微胖｜早春氛围感辣妹穿搭🎐请查收！,"Title mentions '微胖' (slightly overweight) and '早春氛围感辣妹穿搭' (early spring atmosphere spicy girl outfit), which could trigger FOMO by suggesting a trend or trendsetter status. The cover image shows multiple outfits, which could imply variety and appeal to gain appeal. The text '请查收!' (please check it out!) encourages action. The image does not show any authority endorsements or social comparison elements."
64060cad000000000800e44b,1,0,0,0,0,0,0,0,杭州西湖边！！7个菜95r😭😭！！！,标题中使用了感叹词和表情符号，表达出惊讶和不满的情绪，暗示了消费的意外高额，符合Fear Of Missing Out (FOMO)的定义。
640617350000000013036938,0,0,0,0,0,0,0,0,不极致但舒适！simple pieces全系测评！,标题和图片主要强调产品的舒适性和性价比，没有直接提到不行动或后果，也没有展示出明显的对比或反差。
64068a19000000001300f638,1,0,0,0,0,0,0,0,🇯🇵学美容学生的粉色房间分享,标题提到'量産型美容学生の书部屋紹介'，暗示了房间的独特性和吸引力，可能激发受众的好奇心。
64068c990000000014026d70,1,0,0,0,0,0,0,0,公务员面试：帮忙帮出了麻烦怎么办？,标题和内容涉及帮助他人但导致麻烦的情况，暗示了不行动可能带来的负面后果，符合FOMO的定义。
6406acf70000000013035f5c,1,0,0,0,0,0,0,0,🆘那些陪我瘦了20斤的低卡好物合集～,标题和图片展示了多种低卡食品，暗示这些食品可以帮助减肥，符合FOMO的心理，因为不行动可能会错过这些减肥机会。
