post_id,title,1,2,3,4,5,6,7,8
64000353000000000800d341,厦门的小马尔代夫🏝️本地人的小众景点,0,1,0,1,0,0,0,0
640842690000000013014e14,来重庆🚉拍完李子坝轻轨还有更好看的小黄楼,0,1,0,0,0,0,0,0
6411ff53000000001203eaeb,一分钟教会你坐澳门发财巴士,0,1,0,0,0,0,0,0
64157c4b000000002702990e,体验过60+个岛，希望能帮你们快速选岛♥️,0,1,0,0,0,0,0,0
641ac75c0000000013016ff9,𝑺𝒖𝒎𝒎𝒆𝒓 𝒗𝒊𝒃𝒆 ☀️心动都藏在了夏天,0,0,0,0,0,0,0,0
641c02a60000000013016426,走进春天🌿,0,0,0,0,0,0,0,0
641c2176000000001300a280,春日游、桃花落满头,0,0,0,0,0,0,0,0
642154a70000000012031e8a,这么大的木绣球树见过吗,0,0,0,0,0,0,0,0
6426edf6000000001300b39b,想把关于美好的日子过得慢一些,0,1,0,0,0,0,0,0
64294c890000000027000c5b,“芜湖起飞”“蚌埠住了”原来都在这里～,0,1,0,0,1,1,0,0
64335aaf00000000270288e7,五一去哪‼️衢州这9⃣️个冷门地人少景美,0,1,0,1,0,0,0,0
6433b33a000000001203e106,第一次干这样的事 感觉会上瘾,0,0,1,0,0,0,0,0
6437b3a0000000001300704f,我在马来西亚丢了东西，却捡了个爷爷,0,0,1,0,1,0,0,0
64387aa400000000270292da,洛杉矶的天气变化比翻书还快,0,0,0,0,0,0,0,0
643a879b000000001300ca4c,🇲🇴Macau｜澳门就是主打一个随便出片啊～,0,1,0,0,0,0,0,0
643b568f00000000130143d6,千年古村｜寻找那一份人间烟火气‼️逛吃攻略,0,1,0,0,1,0,0,0
643b72a6000000001402772b,曼谷文华东方,0,0,0,0,0,0,0,0
643b87ea00000000130352ac,yepyep,0,0,0,0,0,0,0,0
643ba1a1000000001300758a,我拍了几百次厦门总结的不踩雷攻略～,1,1,0,0,0,0,0,0
643bc372000000001203eca6,香港丨跟着我吃遍香港99个地铁站 5/99,0,1,0,0,0,0,0,0
643bcb18000000001301075f,爱在黄昏日落时｜谁能拒绝苏州的爱乐之城,0,1,0,0,1,0,0,0
643d1db6000000001300c9c9,飞越半个地球来过冬令时🇦🇺,0,1,0,0,0,0,0,0
643d3ac5000000002702806d,连云港的海真的挺美的,0,0,0,0,0,0,0,0
643e28480000000013011269,张万森家的炮仗花,0,0,0,0,0,0,0,0
643f57100000000027003ad9,普吉岛景色好美房子好大海鲜好好吃啊🤤,0,1,0,0,0,0,0,0
643fd5520000000013017275,谁懂啊，大连真的还想去10000次！！,0,1,0,0,0,0,0,0
643fefbd0000000027013764,🇭🇰香港真的好好拍啊！！分享拍照机位！！,0,1,0,0,0,0,0,0
6440dd5a000000001203072e,💬周末出逃｜阿那亚2天1夜不带脑子全攻略,0,1,1,0,0,0,0,0
64424ad4000000000703a5b9,泰兰德vlog｜不做攻略的出游🇹🇭,0,1,0,0,0,0,0,0
6442d9830000000013014c47,一张live图,0,0,0,0,0,0,0,0
64436d5000000000130067ed,路过全世界｜我拍到了大海里的浪漫星辰,0,0,0,0,0,0,0,0
644510db00000000130154ca,重庆轮渡｜只需要🔟元就能体验到的快乐,0,1,0,0,0,0,0,0
64466526000000001301221a,吉隆坡花园酒店,0,0,0,0,0,0,0,0
6447b5cb0000000014025f56,体验一场一个人的旅行吧,0,0,0,0,0,0,0,0
6447ece3000000001303d0bf,紧紧相依的心如何say goodbye,0,0,0,0,0,0,0,0
644901b80000000013036fc0,广州一个人好去处｜01 篇,0,1,0,0,0,0,0,0
644b839b00000000130066c9,Macau🇲🇴,0,0,0,0,0,0,0,0
644b90450000000013017789,昆明逛吃攻略｜本地人带你逛吃漫步悠闲游～,0,1,0,0,0,0,0,0
644cf942000000001300b108,香港力宝中心，攻壳机动队的场景原型，1988,0,0,0,0,0,0,0,0
644e4b4d000000001303752b,鎌倉｜穿nololita三周年旅游咯,0,0,0,0,0,0,0,0
644e67b800000000110121d9,来长沙啦,0,0,0,0,0,0,0,0
644f20300000000013035f6a,全是人的北京,0,0,0,0,0,0,0,0
644fa9950000000012033342,“江南好风景，风景旧曾安”,0,0,0,0,0,0,0,0
644fc47d0000000013031fe4,烟台渔人码头,0,0,0,0,0,0,0,0
64511a140000000013005d71,南昌两天一夜史上最全攻略‼️,0,1,0,1,0,0,0,0
6451ac3e0000000027001d20,日本旅行·在京都小住（一）｜Travel in Kyoto,0,0,0,0,0,0,0,0
6453212f0000000027012735,旺角有老香港的味道,0,0,0,0,0,0,0,0
645358ba000000000800de29,日本人在温州最后的一天,0,0,1,0,0,0,0,0
645359ce000000001300dbfc,177ootd🏃杭州徒步好爽,0,0,0,0,0,0,0,0
64538f070000000011010da3,澳门大笨钟🇲🇴拍照打卡～,0,0,0,0,0,0,0,0
64562fcd0000000013031071,K门永存！❛‿˂̵✧,0,0,0,0,0,1,0,0
6456442b0000000013036078,我说南法 别太美了🏰🌊,0,0,0,0,1,0,0,0
6457905b000000001300a72d,记录我的五一 | 广州西关永庆坊游玩攻略！,0,1,1,0,0,0,0,0
6457e806000000001300ca05,“总要来看看老舍先生笔下的济南城”🍃,0,0,0,0,0,0,0,0
6458ad1400000000110129dd,目前在西安最喜欢逛的一条街…（二）,0,0,1,0,0,0,0,0
6459bace0000000013034758,旅行日记｜狂炫,0,0,0,0,0,0,0,0
645a628300000000110108a3,南宫五洲植物乐园真是孩子去几回都玩不够的,0,1,0,0,0,1,0,0
645b60a2000000001203f7c9,广州到香港 只要1个小时的高铁真的太香了❗️,0,1,0,0,0,0,0,0
645b62f70000000012032d57,如果来加德满都只住一间酒店,0,0,0,0,0,0,0,0
645ba85e0000000013032fd3,Plog｜昆明一日游,0,0,0,0,0,0,0,0
645c6a25000000001303758b,一年级👧｜跟着课本去旅游✈️首站天安门‼️,0,0,0,0,0,1,0,0
645cfeb20000000013035cc7,为什么没人，把日照旅游攻略说明白💓在这里,0,1,1,0,0,0,0,0
645d008b000000000703aa79,新加坡樟宜机场｜提前值机再逛机场不香吗！,0,1,0,0,0,0,0,0
645e893f0000000013033ec6,新疆第六天，现在的那拉提每一帧都是一幅画,0,1,0,0,0,0,0,0
6460526f0000000027000624,关于我在京都一掷千金包场这件事,0,0,0,0,0,0,0,0
6464be13000000000800c9ed,霞浦旅游vlog｜去自己想去的地方太快乐啦,0,0,0,0,0,0,0,0
646612a20000000013004204,🇬🇷希腊旅行地图☀️阳光🏖️沙滩💗爱琴海,0,1,0,0,0,0,0,0
6467546000000000130082b1,带爸妈开始中国旅游第一站四川成都！,0,0,0,0,0,1,0,0
6469fe5e00000000110109fe,长沙旅游打卡文案,0,1,0,0,0,0,0,0
6471dae1000000000800d33a,太喜欢北京街头这种绿了，总是忍不住拍下来,0,0,0,0,0,0,0,0
647817d2000000001101095c,选不出首图系列🍃恰西真的太美了,0,1,0,0,1,0,0,0
64787f3f000000001300944c,终于去了无人山西古墓，可惜吓到不敢看,0,0,1,1,0,0,0,0
647c95220000000013003a41,老娘与海,0,0,0,0,0,0,0,0
647f097d0000000012031a6b,Bali | 佩尼达岛东线的树屋美的太超过啦🌴,0,0,0,1,0,0,0,0
64832977000000001300030c,济州岛旅行Vlog,0,0,0,0,0,0,0,0
6485ac7e0000000013011b95,一个可以买半价机票的方法,0,1,1,0,0,0,0,0
6487d53a000000001300227d,大连地铁一号线景点攻略,0,1,0,0,0,0,0,0
6487f3d80000000027000985,别来溪上！差点😭😭😭,1,0,1,0,0,0,0,0
64893d6700000000130139ff,看看我在大连住过的三家酒店,0,0,0,0,0,0,0,0
