post_id,title,1,2,3,4,5,6,7,8
63f743c5000000001300fafe,鱼丸的书桌介绍来了🤗,0,0,0,0,0,0,0,0
63f749f90000000013031e65,两人共同努力的第二套房、不敢发朋友圈的家,0,1,1,0,1,0,0,0
63f74e4e00000000130335b1,血泪教训😭全屋定制坑人地方太多了‼️,1,1,1,0,0,0,0,0
63f820da0000000013009224,麻雀虽小五脏俱全,0,1,0,0,1,0,0,0
63f861c1000000001303c6e1,极简风客厅｜没想到亮面砖通铺既简约又通透,0,0,0,0,0,0,0,0
63f8635f00000000130166f4,案例专辑❤️学习 | 厂区更新,0,1,0,0,1,0,0,0
63fb0b1f000000001303e428,小户型就做原木风吧，有阳光的时候很舒服😌,0,1,0,0,0,0,0,0
63fb4b9a0000000013033498,木工说: 真佩服你为了打柜子 还特意学画图！,0,1,0,0,0,0,0,0
63fc76ed0000000013034982,一次谷子桌面收纳开箱！,0,1,0,0,1,1,0,0
63fdd3a5000000000800fda8,一个小细节能让你家瞬间变高级！,0,1,0,0,0,0,0,0
64068a19000000001300f638,🇯🇵学美容学生的粉色房间分享,0,1,0,0,0,1,0,0
640aada70000000013011d15,这棵茶花简直就是人间香奈儿我的梦中情花,0,0,0,0,0,0,0,0
640abf31000000001402645b,巨型玫瑰气球，春天的感觉立马来啦 | 📍洛阳,0,1,0,0,0,0,0,0
640ad72c000000001300e405,粉丝说：你家真的好漂亮！,0,1,0,0,0,0,0,0
640bd7670000000011010d39,蔬菜花园 搭架子,0,0,0,0,0,0,0,0
640be791000000000800f596,草缸造景全过程值得收藏,0,1,0,0,0,0,0,0
640c0e24000000001300e62a,美式装修｜物业说你家好像样板房！！！,0,1,0,0,0,0,0,0
640d649400000000130087a1,主卧室的设计,0,0,0,0,0,0,0,0
640f03cf00000000130305c4,软装干货❗️装修选窗帘记住这❻点不踩坑,1,1,0,0,0,0,0,0
6412f0a7000000000800e2d8,装修灵感合集·法式极简风/植物搭配的高级感,0,1,0,0,0,0,0,0
6413c53e0000000027000b2b,瓦工铺砖一定注意这9个细节！收藏好不踩坑,1,1,0,0,0,0,0,0
641441a20000000007039631,硬货：2023爆火冰箱,0,1,0,0,0,0,0,0
641473c30000000027012f64,老宅改造第13天，四川无烟灶如何排烟,0,0,1,0,1,0,0,0
6415af4700000000130082a6,贰河茶馆  自制低成本 “中式屏风”,0,1,0,0,0,0,0,0
641aaff300000000120335c1,被大自然治愈的阳台你喜欢吗？,0,1,0,0,0,0,0,0
641ac8e70000000013002df7,花艺插花入门 | 手把手教你春日手提花篮2,0,1,0,0,0,0,0,0
641cfe7600000000130077a4,多肉服盆过程中根系养护的几个阶段,0,1,1,0,0,0,0,0
641d7a860000000013006e52,露台换新花箱了，尝试几组混搭,0,1,0,0,0,0,0,0
641da4f60000000013030e76,欢迎光临我的宿舍小窝🎀,0,0,0,0,0,0,0,0
641e9287000000001303ef2c,附设计图｜浴室镜柜收纳术！完美复刻！,0,1,0,0,0,0,0,0
641ee8090000000013003c1b,被催更的卫生间尺寸和平面图来了，请惠存～,0,1,0,0,0,0,0,0
641fdc98000000000703a5e0,当一棵紫藤创进卫生间，我们一家都“便秘”了,0,0,0,0,1,0,0,0
642038a70000000013002d08,沉浸式小推车收纳～,0,0,0,0,0,0,0,0
64214485000000001203d543,一百万人看过水母伞 | 教程和夜景效果,0,1,0,0,0,0,0,1
